t;kinect_foot_right.x;kinect_foot_right.y;kinect_foot_right.z;kinect_foot_left.x;kinect_foot_left.y;kinect_foot_left.z;kinect_hand_right.x;kinect_hand_right.y;kinect_hand_right.z;kinect_hand_left.x;kinect_hand_left.y;kinect_hand_left.z;imu_acceleration.x;imu_acceleration.y;imu_acceleration.z;imu_orientation.x;imu_orientation.y;imu_orientation.z;imu_orientation.w;
189;0,1180076;-0,4454511;1,263886;-0,1718026;-0,1743434;1,331014;0,5127667;0,1572114;1,318965;-0,7100057;0,07564756;1,450002;1678;1143;13520;0,411987;-0,02124;-0,684509;0,601013;
207;0;0;0;0;0;0;0;0;0;0;0;0;1678;1143;13520;0,411987;-0,02124;-0,684509;0,601013;
228;0,1180314;-0,4452758;1,263631;-0,1686676;-0,1671928;1,332217;0,5123566;0,15883;1,326172;-0,7101313;0,07604945;1,450827;1678;1143;13520;0,411987;-0,02124;-0,684509;0,601013;
241;0;0;0;0;0;0;0;0;0;0;0;0;1770;1133;13326;0,410339;-0,020813;-0,691406;0,594238;
256;0,1180663;-0,4452107;1,263418;-0,166727;-0,165158;1,333043;0,5125487;0,1602639;1,333057;-0,7102346;0,0764365;1,451386;1770;1133;13326;0,410339;-0,020813;-0,691406;0,594238;
270;0;0;0;0;0;0;0;0;0;0;0;0;1770;1133;13326;0,410339;-0,020813;-0,691406;0,594238;
286;0,1181204;-0,4452619;1,263287;-0,1663256;-0,1674099;1,333382;0,5134817;0,1614012;1,340249;-0,7103262;0,07680969;1,451746;2051;1050;13551;0,409851;-0,018494;-0,699158;0,58551;
300;0;0;0;0;0;0;0;0;0;0;0;0;2051;1050;13551;0,409851;-0,018494;-0,699158;0,58551;
315;0,1181862;-0,4453798;1,26321;-0,167078;-0,1715123;1,333271;0,5150464;0,1619137;1,347743;-0,7104074;0,0771239;1,451969;2051;1050;13551;0,409851;-0,018494;-0,699158;0,58551;
329;0;0;0;0;0;0;0;0;0;0;0;0;2398;969;13657;0,408875;-0,010986;-0,707153;0,576721;
342;0;0;0;0;0;0;0;0;0;0;0;0;2398;969;13657;0,408875;-0,010986;-0,707153;0,576721;
359;0,1182544;-0,4455108;1,26316;-0,1683178;-0,1758669;1,333033;0,5171464;0,1616406;1,356073;-0,7103558;0,07741687;1,451848;2532;875;13863;0,408997;-0,007813;-0,710083;0,573059;
372;0;0;0;0;0;0;0;0;0;0;0;0;2532;875;13863;0,408997;-0,007813;-0,710083;0,573059;
387;0,1183186;-0,4455981;1,26313;-0,1695576;-0,1797064;1,332601;0,5194888;0,1609918;1,363597;-0,7100214;0,07760702;1,451146;2661;754;14145;0,409241;-0,003235;-0,714356;0,567627;
400;0;0;0;0;0;0;0;0;0;0;0;0;2661;754;14145;0,409241;-0,003235;-0,714356;0,567627;
416;0,118381;-0,4456928;1,263118;-0,1696133;-0,1820153;1,332241;0,5226316;0,1593835;1,372753;-0,7091962;0,07724326;1,449655;2661;754;14145;0,409241;-0,003235;-0,714356;0,567627;
429;0;0;0;0;0;0;0;0;0;0;0;0;2681;617;14145;0,410217;0,003296;-0,721191;0,558167;
443;0;0;0;0;0;0;0;0;0;0;0;0;2681;617;14145;0,410217;0,003296;-0,721191;0,558167;
456;0,1184408;-0,4457914;1,263118;-0,1674638;-0,1850965;1,332793;0,5251582;0,1578435;1,380204;-0,7073101;0,07564655;1,446181;2663;464;14201;0,411804;0,004395;-0,725586;0,551331;
470;0;0;0;0;0;0;0;0;0;0;0;0;2663;464;14201;0,411804;0,004395;-0,725586;0,551331;
485;0,1216046;-0,4802007;1,27998;-0,1638957;-0,187175;1,333421;0,5280697;0,1559512;1,388393;-0,7045607;0,07289089;1,441118;2683;280;14209;0,412842;0,004761;-0,728516;0,54657;
499;0;0;0;0;0;0;0;0;0;0;0;0;2683;280;14209;0,412842;0,004761;-0,728516;0,54657;
514;0,1223565;-0,4748364;1,278925;-0,1597556;-0,1885089;1,333966;0,5272788;0,1522646;1,400743;-0,7001348;0,06777631;1,432408;2753;95;14239;0,413513;0,006531;-0,732849;0,540283;
528;0;0;0;0;0;0;0;0;0;0;0;0;2753;95;14239;0,413513;0,006531;-0,732849;0,540283;
542;0;0;0;0;0;0;0;0;0;0;0;0;2753;95;14239;0,413513;0,006531;-0,732849;0,540283;
556;0,1227278;-0,4674867;1,27683;-0,1557544;-0,1892182;1,334357;0,5267292;0,1493731;1,411189;-0,6946368;0,0615527;1,421144;2857;-165;14149;0,414063;0,009033;-0,739868;0,530151;
572;0;0;0;0;0;0;0;0;0;0;0;0;2857;-165;14149;0,414063;0,009033;-0,739868;0,530151;
586;0,1234286;-0,4665342;1,277945;-0,1511224;-0,1893491;1,334958;0,5263574;0,1469554;1,420772;-0,6892687;0,05536205;1,410764;2863;-261;14111;0,414368;0,009216;-0,742615;0,526001;
600;0;0;0;0;0;0;0;0;0;0;0;0;2863;-261;14111;0,414368;0,009216;-0,742615;0,526001;
616;0,1223838;-0,4635471;1,277736;-0,147565;-0,1894357;1,335477;0,5263511;0,1446491;1,431079;-0,6843377;0,04964845;1,400866;2964;-369;14056;0,414856;0,008972;-0,746704;0,519836;
629;0;0;0;0;0;0;0;0;0;0;0;0;2964;-369;14056;0,414856;0,008972;-0,746704;0,519836;
642;0;0;0;0;0;0;0;0;0;0;0;0;2964;-369;14056;0,414856;0,008972;-0,746704;0,519836;
656;0,163095;-0,5572218;1,298475;-0,1324182;-0,1876831;1,339397;0,5261349;0,1429896;1,439361;-0,6782547;0,04382076;1,388265;3250;-532;14064;0,416016;0,007446;-0,752869;0,509949;
670;0;0;0;0;0;0;0;0;0;0;0;0;3250;-532;14064;0,416016;0,007446;-0,752869;0,509949;
684;0,1862031;-0,6092762;1,301073;-0,1273364;-0,1871557;1,340936;0,525578;0,141704;1,447141;-0,6715866;0,03886989;1,374048;3301;-612;14036;0,416382;0,006775;-0,755127;0,506287;
698;0;0;0;0;0;0;0;0;0;0;0;0;3301;-612;14036;0,416382;0,006775;-0,755127;0,506287;
712;0;0;0;0;0;0;0;0;0;0;0;0;3393;-736;13964;0,417175;0,005676;-0,758179;0,50116;
727;0,1967089;-0,6313655;1,295545;-0,1243497;-0,1869544;1,341828;0,5244873;0,1402226;1,456668;-0,6653399;0,03529986;1,359992;3393;-736;13964;0,417175;0,005676;-0,758179;0,50116;
740;0;0;0;0;0;0;0;0;0;0;0;0;3410;-834;13921;0,417664;0,004944;-0,759949;0,498047;
755;0,2014916;-0,6432135;1,281978;-0,1222845;-0,1867706;1,342358;0,5238065;0,1390256;1,465083;-0,6585122;0,03345935;1,343665;3410;-834;13921;0,417664;0,004944;-0,759949;0,498047;
769;0;0;0;0;0;0;0;0;0;0;0;0;3410;-834;13921;0,417664;0,004944;-0,759949;0,498047;
788;0,2028344;-0,6450349;1,262191;-0,1192523;-0,1858973;1,342492;0,5235282;0,138015;1,472412;-0,6536435;0,03203762;1,328203;3386;-1041;13764;0,419556;0,00293;-0,763672;0,490662;
802;0;0;0;0;0;0;0;0;0;0;0;0;3386;-1041;13764;0,419556;0,00293;-0,763672;0,490662;
820;0,2028171;-0,6420976;1,246198;-0,1167093;-0,185067;1,342055;0,5232187;0,13688;1,480483;-0,6484507;0,03148193;1,311811;3403;-1164;13743;0,421387;0,002014;-0,765137;0,486816;
836;0;0;0;0;0;0;0;0;0;0;0;0;3403;-1164;13743;0,421387;0,002014;-0,765137;0,486816;
851;0,200739;-0,6377743;1,234513;-0,1143406;-0,1841599;1,34138;0,523325;0,1352129;1,489498;-0,6434442;0,03126812;1,295619;3403;-1164;13743;0,421387;0,002014;-0,765137;0,486816;
864;0;0;0;0;0;0;0;0;0;0;0;0;3518;-1472;13729;0,42572;0,001221;-0,765869;0,481873;
879;0,1938981;-0,6295992;1,217834;-0,1014819;-0,1699928;1,325709;0,5226765;0,1337143;1,496372;-0,6378899;0,03116864;1,280664;3518;-1472;13729;0,42572;0,001221;-0,765869;0,481873;
892;0;0;0;0;0;0;0;0;0;0;0;0;3505;-1637;13843;0,428955;0,001343;-0,765198;0,480042;
905;0;0;0;0;0;0;0;0;0;0;0;0;3505;-1637;13843;0,428955;0,001343;-0,765198;0,480042;
922;0,1920704;-0,6258551;1,211157;-0,1898572;-0,1978758;1,339612;0,5219172;0,1324086;1,501614;-0,6328146;0,03079709;1,26768;3458;-1693;13893;0,431274;0,001221;-0,764221;0,479553;
941;0;0;0;0;0;0;0;0;0;0;0;0;3458;-1693;13893;0,431274;0,001221;-0,764221;0,479553;
957;0,1917607;-0,622565;1,209771;-0,2086234;-0,2444595;1,336816;0,5214676;0,1314818;1,505228;-0,6269431;0,03012448;1,255107;3458;-1693;13893;0,431274;0,001221;-0,764221;0,479553;
969;0;0;0;0;0;0;0;0;0;0;0;0;3377;-1780;13959;0,438049;0,000183;-0,759705;0,480591;
988;0,1914123;-0,6196422;1,211098;-0,1881933;-0,2775959;1,338418;0,5212053;0,1308329;1,507685;-0,6180184;0,03050049;1,242193;3377;-1780;13959;0,438049;0,000183;-0,759705;0,480591;
2;0;0;0;0;0;0;0;0;0;0;0;0;3377;-1780;13959;0,438049;0,000183;-0,759705;0,480591;
18;0,1918516;-0,6170738;1,214855;-0,2070325;-0,2158777;1,332236;0,5210478;0,1303876;1,509369;-0,6113415;0,03056385;1,232364;3061;-1697;14058;0,44519;0,000427;-0,753113;0,484436;
31;0;0;0;0;0;0;0;0;0;0;0;0;3061;-1697;14058;0,44519;0,000427;-0,753113;0,484436;
44;0;0;0;0;0;0;0;0;0;0;0;0;2966;-1765;14077;0,449829;-0,000366;-0,74823;0,487671;
58;0,1913389;-0,6155317;1,216784;-0,2774976;-0,1954468;1,330456;0,5209845;0,1300362;1,510553;-0,6061525;0,02999979;1,224681;2966;-1765;14077;0,449829;-0,000366;-0,74823;0,487671;
72;0;0;0;0;0;0;0;0;0;0;0;0;2915;-1910;14095;0,454651;-0,001526;-0,742065;0,492554;
88;0,1904765;-0,6145059;1,218654;-0,1926928;-0,149594;1,332365;0,5210817;0,129692;1,511149;-0,6016409;0,02890036;1,217786;2915;-1910;14095;0,454651;-0,001526;-0,742065;0,492554;
101;0;0;0;0;0;0;0;0;0;0;0;0;2915;-1910;14095;0,454651;-0,001526;-0,742065;0,492554;
115;0,1891962;-0,6137692;1,218954;-0,2726271;-0,1444054;1,32857;0,5215192;0,1293045;1,510274;-0,5974699;0,02685406;1,210407;2802;-1997;14257;0,462524;-0,003845;-0,728516;0,50531;
128;0;0;0;0;0;0;0;0;0;0;0;0;2802;-1997;14257;0,462524;-0,003845;-0,728516;0,50531;
141;0;0;0;0;0;0;0;0;0;0;0;0;2715;-1854;14261;0,465454;-0,004456;-0,72168;0,512329;
156;0,1880321;-0,6133055;1,219225;-0,2996405;-0,1442254;1,327597;0,5223827;0,1288359;1,505945;-0,594339;0,02465361;1,204723;2715;-1854;14261;0,465454;-0,004456;-0,72168;0,512329;
168;0;0;0;0;0;0;0;0;0;0;0;0;2475;-1612;14306;0,470032;-0,006592;-0,710022;0,524292;
184;0,1873603;-0,6130817;1,220032;-0,3079983;-0,1400914;1,327112;0,5269746;0,1300764;1,484666;-0,5916644;0,02172207;1,199845;2475;-1612;14306;0,470032;-0,006592;-0,710022;0,524292;
200;0;0;0;0;0;0;0;0;0;0;0;0;2281;-1479;14373;0,473206;-0,00885;-0,701294;0,533081;
215;0,1861574;-0,6133757;1,222268;-0,1768679;-0,1351606;1,316076;0,5190639;0,1319781;1,458253;-0,5894372;0,01849618;1,196166;2281;-1479;14373;0,473206;-0,00885;-0,701294;0,533081;
228;0;0;0;0;0;0;0;0;0;0;0;0;1869;-1233;14442;0,477905;-0,012207;-0,686768;0,547546;
241;0;0;0;0;0;0;0;0;0;0;0;0;1869;-1233;14442;0,477905;-0,012207;-0,686768;0,547546;
256;0,1848325;-0,6135846;1,222866;-0,2323041;-0,1366429;1,315767;0,5106083;0,133203;1,438895;-0,5871691;0,01333064;1,192282;1358;-919;14377;0,482605;-0,015564;-0,670227;0,563599;
269;0;0;0;0;0;0;0;0;0;0;0;0;1358;-919;14377;0,482605;-0,015564;-0,670227;0,563599;
285;0,1830972;-0,6140462;1,22361;-0,1677887;-0,134041;1,308298;0,5205503;0,1405587;1,396211;-0,5848091;0,007646442;1,188433;1358;-919;14377;0,482605;-0,015564;-0,670227;0,563599;
299;0;0;0;0;0;0;0;0;0;0;0;0;456;-426;14545;0,49176;-0,022888;-0,637939;0,592163;
313;0;0;0;0;0;0;0;0;0;0;0;0;456;-426;14545;0,49176;-0,022888;-0,637939;0,592163;
327;0,1808504;-0,6145335;1,22238;-0,2250016;-0,1418056;1,307924;0,5248603;0,1474952;1,356652;-0,5824783;0,0006732349;1,186061;127;-156;14585;0,495972;-0,026184;-0,623413;0,603882;
341;0;0;0;0;0;0;0;0;0;0;0;0;127;-156;14585;0,495972;-0,026184;-0,623413;0,603882;
355;0,1770121;-0,6150666;1,218186;-0,2732531;-0,1869805;1,297515;0,5174101;0,1544876;1,31616;-0,5801753;-0,006482268;1,183884;-461;242;14637;0,502991;-0,030945;-0,599793;0,621521;
368;0;0;0;0;0;0;0;0;0;0;0;0;-461;242;14637;0,502991;-0,030945;-0,599793;0,621521;
385;0,1730871;-0,6157031;1,21437;-0,3231661;-0,2090801;1,30318;0,5066387;0,1607552;1,27974;-0,5781205;-0,01451264;1,18168;-461;242;14637;0,502991;-0,030945;-0,599793;0,621521;
398;0;0;0;0;0;0;0;0;0;0;0;0;-1805;776;15079;0,51416;-0,036743;-0,555664;0,652283;
416;0,1681754;-0,6161854;1,208496;-0,3345088;-0,2199923;1,300221;0,4897551;0,1693884;1,234879;-0,5755275;-0,02401964;1,179272;-1805;776;15079;0,51416;-0,036743;-0,555664;0,652283;
430;0;0;0;0;0;0;0;0;0;0;0;0;-2385;946;15110;0,5177;-0,038086;-0,536377;0,665405;
448;0,1634776;-0,6166061;1,202528;-0,1073852;-0,3252165;1,145823;0,4709494;0,1765593;1,193112;-0,5724525;-0,03573757;1,176792;-2385;946;15110;0,5177;-0,038086;-0,536377;0,665405;
465;0;0;0;0;0;0;0;0;0;0;0;0;-2385;946;15110;0,5177;-0,038086;-0,536377;0,665405;
481;0,1589147;-0,6170362;1,197393;-0,02351443;-0,3310401;0,9829346;0,4469818;0,1849427;1,146943;-0,5688011;-0,05059431;1,174552;-4006;1187;14762;0,523926;-0,038208;-0,48523;0,698975;
493;0;0;0;0;0;0;0;0;0;0;0;0;-4006;1187;14762;0,523926;-0,038208;-0,48523;0,698975;
506;0;0;0;0;0;0;0;0;0;0;0;0;-4945;1227;14503;0,526123;-0,03717;-0,454163;0,717957;
523;0,1547233;-0,6173456;1,192837;0,06495881;-0,2556346;0,9601672;0,4263425;0,1916036;1,108904;-0,563713;-0,06287505;1,175102;-4945;1227;14503;0,526123;-0,03717;-0,454163;0,717957;
536;0;0;0;0;0;0;0;0;0;0;0;0;-4945;1227;14503;0,526123;-0,03717;-0,454163;0,717957;
551;0,1683356;-0,6241581;1,263734;0,09629236;-0,3449562;0,9771135;0,3980203;0,1987126;1,067337;-0,5562226;-0,0752657;1,177618;-6254;1151;14096;0,527222;-0,035217;-0,403015;0,747192;
565;0;0;0;0;0;0;0;0;0;0;0;0;-6254;1151;14096;0,527222;-0,035217;-0,403015;0,747192;
581;0,1757636;-0,6275204;1,306147;0,1043231;-0,3618242;0,987976;0,3719731;0,2051189;1,030028;-0,5449108;-0,08889525;1,18292;-6919;1151;13834;0,527771;-0,035034;-0,372009;0,762756;
594;0;0;0;0;0;0;0;0;0;0;0;0;-6919;1151;13834;0,527771;-0,035034;-0,372009;0,762756;
606;0;0;0;0;0;0;0;0;0;0;0;0;-7327;1127;13640;0,52832;-0,035156;-0,351013;0,772217;
631;0,1307224;-0,4918211;1,277663;0,1016425;-0,37643;1,003233;0,3495455;0,2099027;1,002719;-0,5242679;-0,1025574;1,200325;-7327;1127;13640;0,52832;-0,035156;-0,351013;0,772217;
648;0,1502747;-0,5550482;1,299369;0,0763383;-0,3805639;1,02533;0,312411;0,2156722;0,9703199;-0,5066927;-0,1137288;1,21319;-7327;1127;13640;0,52832;-0,035156;-0,351013;0,772217;
660;0;0;0;0;0;0;0;0;0;0;0;0;-8365;797;13134;0,528503;-0,034241;-0,298279;0,794006;
673;0;0;0;0;0;0;0;0;0;0;0;0;-8365;797;13134;0,528503;-0,034241;-0,298279;0,794006;
688;0,1630973;-0,5816994;1,306844;0,05765832;-0,3801112;1,037732;0,2667955;0,2214507;0,9377839;-0,4807037;-0,1139311;1,244753;-8965;456;12894;0,527344;-0,031982;-0,267029;0,805908;
701;0;0;0;0;0;0;0;0;0;0;0;0;-8965;456;12894;0,527344;-0,031982;-0,267029;0,805908;
716;0,1695801;-0,5992054;1,305687;0,0444895;-0,3797559;1,044097;0,2226186;0,2245661;0,9161803;-0,46354;-0,1176551;1,266165;-9558;72;12590;0,524902;-0,028503;-0,23645;0,817078;
730;0;0;0;0;0;0;0;0;0;0;0;0;-9558;72;12590;0,524902;-0,028503;-0,23645;0,817078;
745;0;0;0;0;0;0;0;0;0;0;0;0;-9558;72;12590;0,524902;-0,028503;-0,23645;0,817078;
759;0,1731744;-0,6114495;1,30184;0,03175434;-0,3220947;1,063583;0,1769037;0,2279673;0,8945226;-0,4371169;-0,1228337;1,300545;-10414;-744;12173;0,518005;-0,020813;-0,186462;0,834473;
772;0;0;0;0;0;0;0;0;0;0;0;0;-10414;-744;12173;0,518005;-0,020813;-0,186462;0,834473;
788;0,1752552;-0,6193455;1,299691;-0,005245725;-0,3237033;1,017172;0,1498268;0,2301232;0,8840258;-0,4259112;-0,1263246;1,315575;-10682;-1058;12042;0,514404;-0,017273;-0,166992;0,840942;
801;0;0;0;0;0;0;0;0;0;0;0;0;-10682;-1058;12042;0,514404;-0,017273;-0,166992;0,840942;
815;0,1755894;-0,6258085;1,294121;-0,02127494;-0,326949;0,9946806;0,1066657;0,2341511;0,8720145;-0,4183152;-0,1333708;1,326146;-10945;-1535;11731;0,508911;-0,011902;-0,138306;0,849548;
833;0;0;0;0;0;0;0;0;0;0;0;0;-10945;-1535;11731;0,508911;-0,011902;-0,138306;0,849548;
850;0,1743451;-0,6303833;1,28878;0,002974542;-0,2406513;1,017223;0,07100493;0,2384344;0,8606258;-0,4134402;-0,1407849;1,333612;-11156;-2057;11510;0,503723;-0,006714;-0,110352;0,856751;
862;0;0;0;0;0;0;0;0;0;0;0;0;-11156;-2057;11510;0,503723;-0,006714;-0,110352;0,856751;
875;0;0;0;0;0;0;0;0;0;0;0;0;-11156;-2057;11510;0,503723;-0,006714;-0,110352;0,856751;
891;0,1718858;-0,6334633;1,283822;0,01147149;-0,2107957;1,021878;0,03998668;0,2421247;0,8511958;-0,4084039;-0,1500878;1,341902;-11540;-2753;11339;0,49585;0,001465;-0,064331;0,865967;
904;0;0;0;0;0;0;0;0;0;0;0;0;-11540;-2753;11339;0,49585;0,001465;-0,064331;0,865967;
919;0,170378;-0,6354606;1,281233;0,01755066;-0,1975063;1,025097;0,01623072;0,2448291;0,8466954;-0,4047862;-0,1571231;1,349435;-11647;-3129;11164;0,492004;0,004639;-0,045654;0,869324;
934;0;0;0;0;0;0;0;0;0;0;0;0;-11647;-3129;11164;0,492004;0,004639;-0,045654;0,869324;
949;0,169435;-0,6368823;1,28038;0,01078324;-0,2790497;1,016358;-0,02930101;0,2472661;0,8457049;-0,4007648;-0,1636983;1,359225;-11835;-3730;10972;0,485779;0,009277;-0,017456;0,873779;
962;0;0;0;0;0;0;0;0;0;0;0;0;-11835;-3730;10972;0,485779;0,009277;-0,017456;0,873779;
974;0;0;0;0;0;0;0;0;0;0;0;0;-11972;-4283;10640;0,479797;0,013855;0,010498;0,877136;
990;0,1686171;-0,6378005;1,281559;-0,04299003;-0,3195378;0,9925863;-0,08477538;0,251328;0,845834;-0,3881387;-0,1652025;1,398022;-11972;-4283;10640;0,479797;0,013855;0,010498;0,877136;
4;0;0;0;0;0;0;0;0;0;0;0;0;-11972;-4283;10640;0,479797;0,013855;0,010498;0,877136;
19;0,1686969;-0,637887;1,285066;-0,06192147;-0,3715385;0,9900814;-0,1093357;0,2535572;0,847603;-0,3821008;-0,162309;1,416691;-11971;-5314;10070;0,468994;0,021729;0,056702;0,881043;
37;0;0;0;0;0;0;0;0;0;0;0;0;-11971;-5314;10070;0,468994;0,021729;0,056702;0,881043;
53;0,1606405;-0,6371344;1,27918;-0,0121203;-0,2382635;1,024678;-0,166052;0,2586529;0,8527433;-0,3788597;-0,1621529;1,427858;-11934;-5784;9856;0,464783;0,025208;0,07489;0,881836;
67;0;0;0;0;0;0;0;0;0;0;0;0;-11934;-5784;9856;0,464783;0,025208;0,07489;0,881836;
85;0,152649;-0,6363872;1,272374;-0,01145546;-0,2158529;1,032101;-0,1896035;0,2611069;0,8552604;-0,3746505;-0,1594306;1,444236;-11934;-5784;9856;0,464783;0,025208;0,07489;0,881836;
102;0;0;0;0;0;0;0;0;0;0;0;0;-11551;-6796;9358;0,454346;0,034119;0,118713;0,882202;
117;0,1506852;-0,6363446;1,270532;0,002082705;-0,181629;1,037438;-0,2078958;0,2644493;0,8583125;-0,3731275;-0,160414;1,456808;-11551;-6796;9358;0,454346;0,034119;0,118713;0,882202;
130;0;0;0;0;0;0;0;0;0;0;0;0;-11551;-6796;9358;0,454346;0,034119;0,118713;0,882202;
145;0;0;0;0;0;0;0;0;0;0;0;0;-10948;-7965;8859;0,439026;0,047363;0,167053;0,88147;
161;0,148986;-0,6362526;1,26797;-0,1249783;-0,3715111;0,9725034;-0,2246201;0,2692459;0,8632245;-0,3729145;-0,165554;1,47504;-10948;-7965;8859;0,439026;0,047363;0,167053;0,88147;
173;0;0;0;0;0;0;0;0;0;0;0;0;-10724;-8243;8769;0,434387;0,052246;0,181519;0,880615;
188;0,1474306;-0,6357674;1,25678;-0,163476;-0,418353;0,9574365;-0,2415649;0,2752043;0,8726662;-0,371315;-0,1749768;1,502739;-10724;-8243;8769;0,434387;0,052246;0,181519;0,880615;
201;0;0;0;0;0;0;0;0;0;0;0;0;-10346;-8565;8751;0,427063;0,059753;0,20105;0,879517;
218;0,1460518;-0,6348427;1,239646;-0,2035611;-0,4703961;0,9427074;-0,2761304;0,2849871;0,8857578;-0,3706391;-0,1795989;1,516114;-10346;-8565;8751;0,427063;0,059753;0,20105;0,879517;
235;0;0;0;0;0;0;0;0;0;0;0;0;-9997;-8767;8683;0,421692;0,064697;0,212708;0,878967;
260;0,1463296;-0,6340725;1,227729;-0,09934113;-0,3466601;0,9453051;-0,3144022;0,2845361;0,9155139;-0,3529755;-0,1549693;1,561137;-9997;-8767;8683;0,421692;0,064697;0,212708;0,878967;
271;0;0;0;0;0;0;0;0;0;0;0;0;-9997;-8767;8683;0,421692;0,064697;0,212708;0,878967;
286;0,1472319;-0,6335497;1,219126;-0,08426569;-0,3315672;0,9383905;-0,3302957;0,284351;0,9293997;-0,3368457;-0,1383256;1,598684;-9091;-9093;8625;0,410767;0,077332;0,237976;0,876709;
300;0;0;0;0;0;0;0;0;0;0;0;0;-9091;-9093;8625;0,410767;0,077332;0,237976;0,876709;
314;0,148311;-0,6331586;1,212184;-0,05544405;-0,2982018;0,939347;-0,3503671;0,2815609;0,9579189;-0,3293354;-0,1308875;1,615867;-9091;-9093;8625;0,410767;0,077332;0,237976;0,876709;
328;0;0;0;0;0;0;0;0;0;0;0;0;-8592;-9280;9000;0,400024;0,092468;0,259644;0,874023;
350;0,1502862;-0,632732;1,206294;-0,03933261;-0,2768852;0,9355401;-0,3616142;0,280116;0,9728841;-0,321841;-0,1199347;1,627921;-8592;-9280;9000;0,400024;0,092468;0,259644;0,874023;
363;0;0;0;0;0;0;0;0;0;0;0;0;-8592;-9280;9000;0,400024;0,092468;0,259644;0,874023;
376;0;0;0;0;0;0;0;0;0;0;0;0;-8083;-9482;9342;0,384216;0,113709;0,282471;0,871521;
390;0,1554738;-0,633849;1,20501;-0,03290993;-0,2685277;0,9336945;-0,368943;0,2787102;0,9860861;-0,3088872;-0,1007518;1,644715;-8083;-9482;9342;0,384216;0,113709;0,282471;0,871521;
403;0;0;0;0;0;0;0;0;0;0;0;0;-7914;-9515;9514;0,378967;0,121582;0,289673;0,870361;
417;0,1677638;-0,6358144;1,211802;-0,0457897;-0,1916962;0,9789959;-0,3736988;0,2771805;0,9987588;-0,3081409;-0,1169024;1,680802;-7914;-9515;9514;0,378967;0,121582;0,289673;0,870361;
430;0;0;0;0;0;0;0;0;0;0;0;0;-7496;-9802;9813;0,369202;0,13385;0,30011;0,869263;
445;0;0;0;0;0;0;0;0;0;0;0;0;-7496;-9802;9813;0,369202;0,13385;0,30011;0,869263;
464;0,1883315;-0,6375329;1,235003;-0,07326991;-0,2658707;0,945712;-0,3767126;0,2758479;1,009238;-0,3076372;-0,1236577;1,697173;-7159;-9982;9927;0,362244;0,141968;0,306458;0,868652;
476;0;0;0;0;0;0;0;0;0;0;0;0;-7159;-9982;9927;0,362244;0,141968;0,306458;0,868652;
491;0,2016131;-0,6384403;1,250021;-0,08294755;-0,2934729;0,9339384;-0,3791287;0,2741669;1,020241;-0,30741;-0,1266736;1,710022;-7159;-9982;9927;0,362244;0,141968;0,306458;0,868652;
504;0;0;0;0;0;0;0;0;0;0;0;0;-6425;-10036;10202;0,347534;0,162537;0,319275;0,866455;
519;0,2069411;-0,6381866;1,254839;-0,08361495;-0,3038749;0,9309271;-0,3807697;0,2724527;1,030339;-0,2986559;-0,1024069;1,685261;-6425;-10036;10202;0,347534;0,162537;0,319275;0,866455;
532;0;0;0;0;0;0;0;0;0;0;0;0;-5923;-10001;10458;0,3396;0,174988;0,325378;0,864929;
548;0,2105469;-0,6377075;1,258066;-0,08121721;-0,3100286;0,9308778;-0,3819414;0,2701071;1,042675;-0,2934756;-0,08889578;1,66967;-5923;-10001;10458;0,3396;0,174988;0,325378;0,864929;
561;0;0;0;0;0;0;0;0;0;0;0;0;-5585;-9968;10629;0,334412;0,183167;0,329102;0,863831;
574;0;0;0;0;0;0;0;0;0;0;0;0;-5585;-9968;10629;0,334412;0,183167;0,329102;0,863831;
589;0,212751;-0,6365241;1,259558;-0,1733583;-0,4119699;0,9647789;-0,3819555;0,2678744;1,053841;-0,2904897;-0,08246808;1,662903;-5154;-9943;10805;0,327332;0,195313;0,334167;0,861939;
602;0;0;0;0;0;0;0;0;0;0;0;0;-5154;-9943;10805;0,327332;0,195313;0,334167;0,861939;
618;0,2141572;-0,635137;1,260608;-0,2298287;-0,4691885;0,984495;-0,3811604;0,2656767;1,06512;-0,2886235;-0,07871729;1,659019;-5154;-9943;10805;0,327332;0,195313;0,334167;0,861939;
631;0;0;0;0;0;0;0;0;0;0;0;0;-4494;-9702;11131;0,318481;0,214172;0,340271;0,858337;
645;0;0;0;0;0;0;0;0;0;0;0;0;-4494;-9702;11131;0,318481;0,214172;0,340271;0,858337;
659;0,2154505;-0,6336955;1,262637;-0,2478465;-0,4884483;0,9900764;-0,3796093;0,2632916;1,076804;-0,2873075;-0,07619135;1,656882;-4126;-9601;11356;0,313599;0,224365;0,342651;0,856628;
676;0;0;0;0;0;0;0;0;0;0;0;0;-4126;-9601;11356;0,313599;0,224365;0,342651;0,856628;
692;0,2162706;-0,6325308;1,263731;-0,258305;-0,4966545;0,9927351;-0,3782676;0,2610631;1,086596;-0,2865036;-0,07498314;1,655059;-3921;-9492;11469;0,310547;0,230774;0,343811;0,85553;
708;0;0;0;0;0;0;0;0;0;0;0;0;-3921;-9492;11469;0,310547;0,230774;0,343811;0,85553;
727;0,2165761;-0,6317416;1,264899;-0,2389716;-0,461423;0,9728574;-0,3768111;0,2586916;1,095543;-0,2860829;-0,0747836;1,653641;-3921;-9492;11469;0,310547;0,230774;0,343811;0,85553;
