"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
9.654033850E-1;1.409107447E0;-2.027053833E0;9.270807266E0
9.678654690E-1;1.425875664E0;-2.012680769E0;9.309135437E0
9.703275520E-1;1.423480272E0;-2.027053833E0;9.373813629E0
9.727896870E-1;1.449830532E0;-2.041426420E0;9.450468063E0
9.752517190E-1;1.488158226E0;-2.046217442E0;9.512750626E0
9.777138020E-1;1.617513895E0;-1.995912552E0;9.589406013E0
9.801758850E-1;1.641468763E0;-2.027053833E0;9.627733231E0
9.826380210E-1;1.689378262E0;-2.029448986E0;9.730739594E0
9.851001040E-1;1.686982870E0;-2.031844378E0;9.699598312E0
9.875621870E-1;1.658237219E0;-2.024658203E0;9.776253700E0
9.900242710E-1;1.641468763E0;-1.995912552E0;9.831349373E0
9.924933330E-1;1.593559265E0;-2.074963331E0;9.864886284E0
9.949554160E-1;1.536067724E0;-2.094126940E0;9.941541672E0
9.974175000E-1;1.478576183E0;-2.132454634E0;9.975078583E0
9.998795830E-1;1.373175144E0;-2.125268221E0;9.989451408E0
1.002341719E0;1.203096151E0;-2.127663851E0;1.008526993E1
1.004803750E0;1.100090742E0;-2.146827459E0;1.009485245E1
1.007265885E0;1.042599201E0;-2.134850264E0;1.024097633E1
1.009727916E0;9.755257964E-1;-2.130059242E0;1.029367638E1
1.012190052E0;9.731302857E-1;-2.125268221E0;1.036075020E1
1.014652135E0;1.013853312E0;-2.096522570E0;1.034398079E1
1.017114219E0;1.068949461E0;-2.151618481E0;1.043500996E1
1.019576302E0;1.064158440E0;-2.122872829E0;1.042063713E1
1.022045521E0;1.047390223E0;-2.110895395E0;1.040147305E1
1.024508073E0;1.023435354E0;-2.146827459E0;1.030086327E1
1.026970625E0;1.013853312E0;-2.199527979E0;1.018348408E1
1.029433125E0;9.683393836E-1;-2.194737196E0;1.010922527E1
1.031895677E0;9.563619494E-1;-2.221087456E0;9.977473259E0
1.034358229E0;9.851076007E-1;-2.204319000E0;9.876863480E0
1.036820781E0;9.898986220E-1;-2.216296434E0;9.706784248E0
1.039283281E0;9.683393836E-1;-2.223482847E0;9.536705017E0
1.041745833E0;9.611528516E-1;-2.211505413E0;9.460050583E0
1.044208385E0;9.300116897E-1;-2.230669260E0;9.369022369E0
1.046670885E0;9.491755366E-1;-2.230669260E0;9.280388832E0
1.049133437E0;8.892884851E-1;-2.192341805E0;9.261225700E0
1.051598802E0;8.270061612E-1;-2.199527979E0;9.242061615E0
1.054061354E0;8.653337359E-1;-2.130059242E0;9.112706184E0
1.056523906E0;8.677292466E-1;-2.134850264E0;9.021677017E0
1.058986458E0;8.294016719E-1;-2.127663851E0;8.997723579E0
1.061448958E0;7.479552627E-1;-2.142036438E0;8.930648804E0
1.063911510E0;7.431643605E-1;-2.122872829E0;8.758174896E0
1.066374062E0;7.287915349E-1;-2.098917961E0;8.667147636E0
1.068836562E0;6.209949851E-1;-2.082149744E0;8.607260704E0
1.071299114E0;5.850628018E-1;-2.144432068E0;8.554559708E0
1.073761666E0;5.826672912E-1;-2.199527979E0;8.501858711E0
1.076224166E0;5.970401168E-1;-2.156409502E0;8.427598953E0
1.078686719E0;6.162039638E-1;-2.201923609E0;8.422808647E0
1.081151562E0;5.994356275E-1;-2.218692064E0;8.394062042E0
1.083614114E0;5.395486951E-1;-2.240251303E0;8.389270782E0
1.086076666E0;4.892436862E-1;-2.292951822E0;8.425203323E0
1.088539166E0;5.323622823E-1;-2.379189014E0;8.456344604E0
1.091001719E0;5.635035634E-1;-2.391166210E0;8.444367409E0
1.093464271E0;6.808819175E-1;-2.494172096E0;8.494671822E0
1.095926823E0;8.294016719E-1;-2.554059029E0;8.566535950E0
1.098389323E0;9.755257964E-1;-2.589991093E0;8.638401031E0
1.100851875E0;1.052181244E0;-2.621132135E0;8.789316177E0
1.103314427E0;1.188723326E0;-2.728928804E0;8.834830284E0
1.105776927E0;1.306101799E0;-2.793606758E0;8.906694412E0
1.108239479E0;1.334847450E0;-2.855889320E0;9.002513885E0
1.110704114E0;1.354011297E0;-2.939730883E0;9.129474640E0
1.113166666E0;1.377966166E0;-2.968476772E0;9.191756248E0
1.115629219E0;1.464203358E0;-3.045131922E0;9.313926697E0
1.118091719E0;1.581581593E0;-3.059504747E0;9.481609344E0
1.120554271E0;1.603141308E0;-3.093041420E0;9.637314796E0
1.123016823E0;1.619909525E0;-3.093041420E0;9.752298355E0
1.125479375E0;1.670214415E0;-3.119391680E0;9.874467850E0
1.127941875E0;1.670214415E0;-3.097832441E0;1.008047962E1
1.130404427E0;1.595954657E0;-3.081064224E0;1.026493168E1
1.132866979E0;1.548045158E0;-3.083459854E0;1.028888512E1
1.135329479E0;1.526485682E0;-3.037945509E0;1.042063713E1
1.137792031E0;1.514508486E0;-3.049922943E0;1.045417309E1
1.140286250E0;1.449830532E0;-2.999618053E0;1.047812843E1
1.142748802E0;1.413898230E0;-2.973267794E0;1.053082943E1
1.145211354E0;1.401921034E0;-2.910985231E0;1.057155228E1
1.147673906E0;1.445039511E0;-2.815165997E0;1.055957508E1
1.150136406E0;1.528881311E0;-2.719347000E0;1.057394695E1
1.152598958E0;1.552835941E0;-2.647482395E0;1.059311104E1
1.155061510E0;1.610327482E0;-2.566036224E0;1.058831978E1
1.157524062E0;1.646259785E0;-2.460635185E0;1.063623047E1
1.159986562E0;1.655841589E0;-2.369606972E0;1.055478382E1
1.162449114E0;1.615118504E0;-2.268996954E0;1.054999352E1
1.164911614E0;1.548045158E0;-2.175573349E0;1.054280663E1
1.167374166E0;1.464203358E0;-2.173177719E0;1.043980122E1
1.169835677E0;1.399525404E0;-2.055799484E0;1.038710022E1
1.172298229E0;1.322870255E0;-1.971957684E0;1.031763172E1
1.174760781E0;1.174350500E0;-1.945607185E0;1.024576759E1
1.177223281E0;1.114463568E0;-1.888115883E0;1.021223068E1
1.179685833E0;1.054576397E0;-1.828228951E0;1.015713406E1
1.182148385E0;9.371981025E-1;-1.801878691E0;1.012599277E1
1.184610937E0;8.461698890E-1;-1.780319452E0;1.002538300E1
1.187073437E0;8.773111701E-1;-1.809065104E0;9.989451408E0
1.189535989E0;9.994805455E-1;-1.792296648E0;9.922377586E0
1.191998541E0;9.898986220E-1;-1.777923822E0;9.876863480E0
1.194461041E0;9.994805455E-1;-1.804274082E0;9.773858070E0
1.196923594E0;9.994805455E-1;-1.900093317E0;9.694807053E0
1.199360364E0;9.946896434E-1;-1.892906666E0;9.651688576E0
1.201822916E0;9.563619494E-1;-1.945607185E0;9.546287537E0
1.204285469E0;9.467800260E-1;-1.948002815E0;9.455259323E0
1.206747969E0;9.803168178E-1;-1.974353075E0;9.366625786E0
1.209210521E0;9.731302857E-1;-2.022262812E0;9.325902939E0
1.211673073E0;1.088113308E0;-1.995912552E0;9.258830070E0
1.214135625E0;1.076135874E0;-1.981539488E0;9.289971352E0
1.216598125E0;1.071344852E0;-1.993516922E0;9.275598526E0
1.219060677E0;1.126440763E0;-2.027053833E0;9.225293159E0
1.221523229E0;1.107277155E0;-2.015076160E0;9.222898483E0
1.223985729E0;1.107277155E0;-1.993516922E0;9.222898483E0
1.226448281E0;1.044994593E0;-1.950398207E0;9.227687836E0
1.228902187E0;1.042599201E0;-1.909675360E0;9.213315964E0
1.231364739E0;1.071344852E0;-1.912070751E0;9.210920334E0
1.233827291E0;1.126440763E0;-1.849788189E0;9.230084419E0
1.236289844E0;1.248610258E0;-1.821042538E0;9.196547508E0
1.238752344E0;1.284542561E0;-1.828228951E0;9.194151878E0
1.241214896E0;1.303706169E0;-1.801878691E0;9.213315964E0
1.243677396E0;1.330056429E0;-1.761155605E0;9.184570312E0
1.246139948E0;1.294124365E0;-1.765946388E0;9.160614967E0
1.248602500E0;1.217468977E0;-1.749178171E0;9.189361572E0
1.251065052E0;1.217468977E0;-1.722827911E0;9.280388832E0
1.253527552E0;1.219864368E0;-1.770737410E0;9.299552917E0
1.255990104E0;1.174350500E0;-1.789901257E0;9.304344177E0
1.258468541E0;1.078531504E0;-1.756364584E0;9.352252960E0
1.260931094E0;1.023435354E0;-1.787505627E0;9.383395195E0
1.263393646E0;9.132433534E-1;-1.866556406E0;9.472026825E0
1.265856146E0;8.365879655E-1;-1.912070751E0;9.503169060E0
1.268318698E0;7.192094922E-1;-1.952793837E0;9.570241928E0
1.270781250E0;6.377633214E-1;-1.983934879E0;9.589406013E0
1.273243802E0;5.826672912E-1;-2.046217442E0;9.639711380E0
1.275706302E0;5.778763890E-1;-2.086940527E0;9.644502640E0
1.278168802E0;6.545316577E-1;-2.108500004E0;9.620547295E0
1.280631406E0;6.090175509E-1;-2.185155153E0;9.694807053E0
1.283093906E0;6.689044833E-1;-2.197132587E0;9.670852661E0
1.285556458E0;7.240005136E-1;-2.242646694E0;9.663666725E0
1.288027969E0;7.647235990E-1;-2.336070299E0;9.634920120E0
1.290490521E0;7.886784673E-1;-2.424702883E0;9.682828903E0
1.292953073E0;7.623280883E-1;-2.405539274E0;9.610964775E0
1.295415573E0;7.048367858E-1;-2.431889534E0;9.582219124E0
1.297878125E0;7.216050029E-1;-2.496567488E0;9.491190910E0
1.300340677E0;6.712999940E-1;-2.546872377E0;9.503169060E0
1.302803177E0;6.281813979E-1;-2.599572897E0;9.426513672E0
1.305265729E0;5.994356275E-1;-2.633109808E0;9.378603935E0
1.307728229E0;6.138085723E-1;-2.661855459E0;9.325902939E0
1.310190833E0;6.545316577E-1;-2.673832655E0;9.311530113E0
1.312653333E0;6.617181897E-1;-2.645087004E0;9.333089828E0
1.315115885E0;7.000457644E-1;-2.623527765E0;9.390581131E0
1.317598854E0;7.623280883E-1;-2.587595463E0;9.318717003E0
1.320061354E0;8.054468036E-1;-2.578013659E0;9.275598526E0
1.322523906E0;7.886784673E-1;-2.585200310E0;9.299552917E0
1.324986458E0;8.078423142E-1;-2.544476986E0;9.282784462E0
1.327448958E0;8.174241185E-1;-2.479799032E0;9.213315964E0
1.329911510E0;8.365879655E-1;-2.463030815E0;9.151033401E0
1.332374062E0;8.174241185E-1;-2.455844164E0;9.122286797E0
1.334836562E0;8.246106505E-1;-2.431889534E0;9.060005188E0
1.337299114E0;7.240005136E-1;-2.412725687E0;9.021677017E0
1.339761666E0;7.263960242E-1;-2.372002602E0;8.966581345E0
1.342224166E0;7.599328160E-1;-2.343256712E0;8.983349800E0
1.344686719E0;7.168141007E-1;-2.405539274E0;8.909090042E0
1.347124531E0;7.263960242E-1;-2.383980036E0;8.916275978E0
1.349587083E0;7.216050029E-1;-2.400748253E0;8.937836647E0
1.352049635E0;6.425542235E-1;-2.412725687E0;8.978559494E0
1.354512187E0;6.185994744E-1;-2.422307491E0;8.988141060E0
1.356974687E0;6.066221595E-1;-2.443866968E0;9.069587708E0
1.359437239E0;5.778763890E-1;-2.530103922E0;9.088750839E0
1.361899791E0;5.491306186E-1;-2.532499552E0;9.134264946E0
1.364362291E0;4.796617627E-1;-2.599572897E0;9.239665985E0
1.366824844E0;4.940345883E-1;-2.659460068E0;9.263621330E0
1.369287396E0;4.844526649E-1;-2.726533175E0;9.309135437E0
1.371749896E0;3.598877788E-1;-2.757674456E0;9.364231110E0
1.374212448E0;3.718650937E-1;-2.784024715E0;9.414536476E0
1.376676510E0;4.245657325E-1;-2.798397779E0;9.426513672E0
1.379139062E0;4.748707414E-1;-2.829539061E0;9.503169060E0
1.381601614E0;4.652889371E-1;-2.822352409E0;9.517540932E0
1.384064114E0;5.323622823E-1;-2.831934452E0;9.479214668E0
1.386526666E0;6.185994744E-1;-2.884634972E0;9.495982170E0
1.388989219E0;7.120231986E-1;-2.906194210E0;9.467236519E0
1.391451771E0;7.551417947E-1;-2.894216776E0;9.495982170E0
1.393914271E0;8.030512929E-1;-2.872657537E0;9.479214668E0
1.396376823E0;7.862829566E-1;-2.863075733E0;9.428909302E0
1.398839375E0;8.102378249E-1;-2.901403189E0;9.464840889E0
1.401301875E0;8.341925740E-1;-2.870261908E0;9.409745216E0
1.403764427E0;8.222151399E-1;-2.824748039E0;9.390581131E0
1.406228229E0;8.078423142E-1;-2.896612167E0;9.402558327E0
1.408690781E0;8.294016719E-1;-2.870261908E0;9.337880135E0
1.411153333E0;7.838875651E-1;-2.889425993E0;9.337880135E0
1.413615885E0;7.695146203E-1;-2.954103708E0;9.311530113E0
1.416078385E0;7.743056417E-1;-2.970872164E0;9.321112633E0
1.418540937E0;7.431643605E-1;-3.023572683E0;9.304344177E0
1.421003489E0;7.240005136E-1;-3.088250399E0;9.280388832E0
1.423465989E0;5.946446061E-1;-3.152928591E0;9.359439850E0
1.425928541E0;4.509159923E-1;-3.160115004E0;9.289971352E0
1.428391094E0;2.616731524E-1;-3.203233480E0;9.287575722E0
1.430853594E0;7.243037224E-2;-3.260725021E0;9.323508263E0
1.433316146E0;-7.369381189E-2;-3.272702456E0;9.294762611E0
1.435781041E0;-2.126315236E-1;-3.311029911E0;9.376208305E0
1.438243594E0;-3.036597371E-1;-3.323007584E0;9.402558327E0
1.440706146E0;-3.635467291E-1;-3.382894516E0;9.469632149E0
1.443168698E0;-3.803150654E-1;-3.430804014E0;9.481609344E0
1.445631198E0;-4.929025471E-1;-3.488295555E0;9.598988533E0
1.448093750E0;-6.102809906E-1;-3.550577879E0;9.603778839E0
1.450556302E0;-7.803599834E-1;-3.605674028E0;9.642106056E0
1.453018802E0;-1.034280658E0;-3.675142765E0;9.630128860E0
1.455481354E0;-1.142077208E0;-3.730238676E0;9.551077843E0
1.457943906E0;-1.108540535E0;-3.780544043E0;9.567846298E0
1.460406406E0;-1.039071679E0;-3.861990213E0;9.563055038E0
1.462868958E0;-7.875463963E-1;-3.888340712E0;9.510354996E0
1.465333333E0;-5.791397691E-1;-3.981764078E0;9.436095238E0
1.467795885E0;-5.144618750E-1;-4.099142075E0;9.416931152E0
1.470258437E0;-5.024844408E-1;-4.173402786E0;9.330694199E0
1.472720989E0;-6.078854799E-1;-4.216521263E0;9.186964989E0
1.475183489E0;-7.132865787E-1;-4.398577690E0;9.060005188E0
1.477646041E0;-7.899419069E-1;-4.470441818E0;8.897111893E0
1.480108594E0;-7.707780600E-1;-4.496791840E0;8.755779266E0
1.482571094E0;-6.030945778E-1;-4.662079811E0;8.650378227E0
1.485033646E0;-4.402020276E-1;-4.717176437E0;8.580908775E0
1.487496198E0;-2.485637069E-1;-4.765085220E0;8.451553345E0
1.489958698E0;-1.144168973E-1;-4.765085220E0;8.350943565E0
1.492421250E0;3.649818897E-2;-4.781853676E0;8.336569786E0
1.494884791E0;3.503058553E-1;-4.779458046E0;8.346152306E0
1.497347344E0;6.305769086E-1;-4.705198288E0;8.310220718E0
1.499809896E0;9.563619494E-1;-4.662079811E0;8.288661003E0
1.502272448E0;1.246214628E0;-4.602192879E0;8.223982811E0
1.504734948E0;1.514508486E0;-4.518351555E0;8.207215309E0
1.507197500E0;1.756451607E0;-4.436904907E0;8.269496918E0
1.509660052E0;1.907366991E0;-4.257244110E0;8.262310982E0
1.512122552E0;2.029536247E0;-4.163820267E0;8.281474113E0
1.514585104E0;2.125355482E0;-3.962600470E0;8.341361046E0
1.517047656E0;2.242733955E0;-3.773357630E0;8.374897957E0
1.519510156E0;2.321784735E0;-3.596091986E0;8.336569786E0
1.521972708E0;2.372089624E0;-3.404453754E0;8.379689217E0
1.524438594E0;2.439163208E0;-3.167301416E0;8.537791252E0
1.526901146E0;2.429581165E0;-2.961290359E0;8.559350014E0
1.529363698E0;2.374485254E0;-2.697787523E0;8.693497658E0
1.531826250E0;2.364903212E0;-2.455844164E0;8.782129288E0
1.534288750E0;2.300225496E0;-2.261810541E0;8.973768234E0
1.536751302E0;2.197219610E0;-2.010285139E0;9.167801857E0
1.539213854E0;2.137332678E0;-1.852183819E0;9.280388832E0
1.541676354E0;2.060677528E0;-1.603053927E0;9.462445259E0
1.544138906E0;1.960067511E0;-1.492861867E0;9.613361359E0
1.546601458E0;1.926530600E0;-1.353924155E0;9.793021202E0
1.549063958E0;1.878621101E0;-1.226963758E0;9.999032974E0
1.551526510E0;1.746869802E0;-1.073653102E0;1.015234280E1
1.553991666E0;1.658237219E0;-1.032930017E0;1.036793613E1
1.556454219E0;1.643864155E0;-9.946023226E-1;1.043980122E1
1.558916771E0;1.593559265E0;-9.754385948E-1;1.046615124E1
1.561379323E0;1.627095938E0;-9.179471731E-1;1.057634354E1
1.563841823E0;1.581581593E0;-9.586702585E-1;1.062904358E1
1.566304375E0;1.483367205E0;-9.466928244E-1;1.065299797E1
1.568766927E0;1.387547970E0;-9.586702585E-1;1.065539455E1
1.571229427E0;1.195909739E0;-9.227379560E-1;1.067695332E1
1.573691979E0;1.009062529E0;-9.682520628E-1;1.065299797E1
1.576154531E0;8.078423142E-1;-9.682520628E-1;1.070330334E1
1.578617031E0;6.114130616E-1;-9.802294970E-1;1.064102077E1
1.581079583E0;4.604979157E-1;-1.037721038E0;1.062425232E1
1.583541614E0;4.125882983E-1;-1.107189894E0;1.059550762E1
1.586004166E0;3.550968766E-1;-1.078444123E0;1.056197071E1
1.588466719E0;3.407240510E-1;-1.102398872E0;1.050926971E1
1.590929271E0;3.694698215E-1;-1.097607970E0;1.047573280E1
1.593391771E0;3.598877788E-1;-1.085630655E0;1.038710022E1
1.595854323E0;4.293566346E-1;-1.047302842E0;1.022899914E1
1.598316875E0;4.628934264E-1;-1.032930017E0;1.013317966E1
1.600779375E0;5.084075332E-1;-1.013766289E0;9.862490654E0
1.603241927E0;5.563170314E-1;-9.706475735E-1;9.778649330E0
1.605704479E0;6.353679299E-1;-9.466928244E-1;9.598988533E0
1.608166979E0;7.767010331E-1;-9.155516624E-1;9.373813629E0
1.610629531E0;8.413789868E-1;-8.844103813E-1;9.163011551E0
1.613096198E0;9.515710473E-1;-8.987832069E-1;9.014491081E0
1.615558750E0;1.042599201E0;-8.844103813E-1;8.921067238E0
1.618021250E0;1.126440763E0;-8.748284578E-1;8.813271523E0
1.620483854E0;1.176745892E0;-9.011787176E-1;8.727033615E0
1.622946354E0;1.217468977E0;-9.754385948E-1;8.679123878E0
1.625408906E0;1.193514109E0;-9.490882158E-1;8.681519508E0
1.627871458E0;1.183932304E0;-1.028139114E0;8.671936989E0
1.630333958E0;1.152791023E0;-1.068862200E0;8.643192291E0
1.632796510E0;1.128836393E0;-1.181449771E0;8.712660789E0
1.635259062E0;1.114463568E0;-1.226963758E0;8.710265160E0
1.637721562E0;1.090508699E0;-1.267686963E0;8.844411850E0
1.640184114E0;1.114463568E0;-1.351528764E0;8.968976974E0
1.642649739E0;1.188723326E0;-1.483279943E0;9.024073601E0
1.645112291E0;1.212678194E0;-1.500048399E0;9.119892120E0
1.647574791E0;1.186327934E0;-1.588681102E0;9.258830070E0
1.650037396E0;1.212678194E0;-1.658149958E0;9.292366028E0
1.652499896E0;1.186327934E0;-1.761155605E0;9.378603935E0
1.654962448E0;1.150395632E0;-1.866556406E0;9.505564690E0
1.657425000E0;1.179141521E0;-1.955189228E0;9.555869102E0
1.659887500E0;1.181536913E0;-2.010285139E0;9.608570099E0
1.662350052E0;1.191118717E0;-2.060590267E0;9.740321159E0
1.664812604E0;1.227051020E0;-2.096522570E0;9.917586327E0
1.667275104E0;1.318079233E0;-2.156409502E0;1.001819611E1
1.669737656E0;1.401921034E0;-2.252228498E0;1.013078403E1
1.672201771E0;1.464203358E0;-2.319302082E0;1.034398079E1
1.674664323E0;1.507322073E0;-2.321697474E0;1.045656967E1
1.677126875E0;1.521694660E0;-2.405539274E0;1.049489689E1
1.679589375E0;1.457016945E0;-2.446262360E0;1.060029793E1
1.682051927E0;1.423480272E0;-2.472612858E0;1.078235435E1
1.684514479E0;1.310892820E0;-2.503753662E0;1.070330334E1
1.686977031E0;1.205491781E0;-2.513335705E0;1.066018486E1
1.689439531E0;1.119254351E0;-2.544476986E0;1.066018486E1
1.691902083E0;1.042599201E0;-2.563640833E0;1.063383389E1
1.694364635E0;9.731302857E-1;-2.623527765E0;1.053562069E1
1.696827135E0;8.629382253E-1;-2.637900829E0;1.046854591E1
1.699289687E0;7.838875651E-1;-2.654669046E0;1.044219589E1
1.701754791E0;7.144185901E-1;-2.618736744E0;1.043980122E1
1.704217344E0;6.090175509E-1;-2.611550570E0;1.035835457E1
1.706679896E0;5.395486951E-1;-2.606759548E0;1.030804920E1
1.709142396E0;5.036165118E-1;-2.563640833E0;1.023139381E1
1.711604948E0;4.868481755E-1;-2.494172096E0;1.015953064E1
1.714067500E0;4.676844478E-1;-2.443866968E0;1.016432095E1
1.716530052E0;4.557068944E-1;-2.379189014E0;1.002298737E1
1.718992552E0;4.964299798E-1;-2.268996954E0;9.884050369E0
1.721455104E0;4.820572734E-1;-2.189946175E0;9.754693985E0
1.723917656E0;5.131984353E-1;-2.108500004E0;9.654084206E0
1.726380156E0;5.635035634E-1;-1.988725901E0;9.536705017E0
1.728842708E0;5.946446061E-1;-1.840206146E0;9.337880135E0
1.731306823E0;6.185994744E-1;-1.749178171E0;9.289971352E0
1.733769375E0;6.856729388E-1;-1.658149958E0;9.139056206E0
1.736231927E0;7.575373054E-1;-1.531189561E0;9.021677017E0
1.738694427E0;8.198196292E-1;-1.392251849E0;8.954604149E0
1.741156979E0;8.485653996E-1;-1.289246202E0;8.873158455E0
1.743619531E0;8.988705277E-1;-1.188636065E0;8.865971565E0
1.746082083E0;9.875031114E-1;-1.100003481E0;8.846807480E0
1.748544583E0;1.037808180E0;-1.037721038E0;8.832435608E0
1.751007135E0;1.011457920E0;-9.969978333E-1;8.798898697E0
1.753469687E0;1.054576397E0;-9.203424454E-1;8.844411850E0
1.755932187E0;1.076135874E0;-8.508735895E-1;8.916275978E0
1.758394739E0;1.095299721E0;-7.885912657E-1;8.973768234E0
1.760858854E0;1.159977674E0;-7.191223502E-1;8.997723579E0
1.763321406E0;1.171954870E0;-7.095404267E-1;9.083960533E0
1.765783958E0;1.164768696E0;-6.472579837E-1;9.163011551E0
1.768246458E0;1.162373066E0;-6.256986856E-1;9.239665985E0
1.770709010E0;1.169559479E0;-6.328850985E-1;9.289971352E0
1.773171562E0;1.227051020E0;-5.945574641E-1;9.352252960E0
1.775634114E0;1.310892820E0;-5.825800300E-1;9.340276718E0
1.778096614E0;1.322870255E0;-5.777891278E-1;9.481609344E0
1.780559166E0;1.368384123E0;-6.640263796E-1;9.563055038E0
1.783021719E0;1.351615906E0;-6.616308689E-1;9.598988533E0
1.785484219E0;1.310892820E0;-7.310997248E-1;9.680434227E0
1.787946771E0;1.258192301E0;-8.149415255E-1;9.673247337E0
1.790409271E0;1.212678194E0;-8.604556322E-1;9.752298355E0
1.792871823E0;1.198305130E0;-9.107606411E-1;9.840930939E0
1.795334375E0;1.150395632E0;-9.874160290E-1;9.888841629E0
1.797796927E0;1.116858959E0;-1.076048613E0;9.989451408E0
1.800259427E0;1.119254351E0;-1.090421438E0;1.005173302E1
1.802721979E0;1.068949461E0;-1.217381835E0;1.012599277E1
1.805184531E0;9.707347751E-1;-1.282059908E0;1.020504379E1
1.807647083E0;9.276162982E-1;-1.325178385E0;1.019785690E1
1.810109583E0;9.419891238E-1;-1.413811088E0;1.019785690E1
1.812572135E0;8.078423142E-1;-1.509630203E0;1.027930450E1
1.815034635E0;7.790965438E-1;-1.571912766E0;1.028409481E1
1.817497187E0;7.335824370E-1;-1.583890080E0;1.030325794E1
1.819964427E0;7.479552627E-1;-1.627008796E0;1.024816227E1
1.822426979E0;7.982603908E-1;-1.686895609E0;1.020743942E1
1.824889531E0;7.551417947E-1;-1.804274082E0;1.023139381E1
1.827352031E0;7.407688498E-1;-1.801878691E0;1.016432095E1
1.829814583E0;7.216050029E-1;-1.871347427E0;1.007089710E1
1.832277135E0;6.928592324E-1;-1.938421011E0;1.003975582E1
1.834739687E0;6.353679299E-1;-2.010285139E0;9.951123238E0
1.837202187E0;6.521361470E-1;-2.048613071E0;9.812185287E0
1.839664739E0;6.665089726E-1;-2.127663851E0;9.749903679E0
1.842127291E0;6.377633214E-1;-2.185155153E0;9.713971138E0
1.844589791E0;5.850628018E-1;-2.230669260E0;9.613361359E0
1.847052344E0;5.850628018E-1;-2.245042324E0;9.543891907E0
1.849515937E0;5.730853677E-1;-2.376793385E0;9.505564690E0
1.851978489E0;5.802717805E-1;-2.472612858E0;9.412139893E0
1.854441041E0;6.066221595E-1;-2.534894943E0;9.481609344E0
1.856903594E0;6.233903766E-1;-2.558849812E0;9.419326782E0
1.859366094E0;6.401587129E-1;-2.597177505E0;9.354649544E0
1.861828646E0;6.569271684E-1;-2.669042110E0;9.373813629E0
1.864291198E0;7.479552627E-1;-2.697787523E0;9.335485458E0
1.866753698E0;7.144185901E-1;-2.748092651E0;9.340276718E0
1.869216250E0;8.078423142E-1;-2.798397779E0;9.285180092E0
1.871678802E0;8.222151399E-1;-2.836725235E0;9.148638725E0
1.874141302E0;8.317970634E-1;-2.815165997E0;9.215711594E0
1.876603854E0;8.629382253E-1;-2.824748039E0;9.201337814E0
1.879071250E0;8.749156594E-1;-2.831934452E0;9.182174683E0
1.881533802E0;8.868929744E-1;-2.843911648E0;9.160614967E0
1.883996354E0;8.677292466E-1;-2.807979822E0;9.100728035E0
1.886458854E0;8.940795064E-1;-2.776838541E0;9.098333359E0
1.888921406E0;9.755257964E-1;-2.731324196E0;9.057610512E0
1.891383958E0;9.994805455E-1;-2.630714178E0;9.117496490E0
1.893846510E0;9.875031114E-1;-2.628318787E0;9.177383423E0
1.896309010E0;1.016248941E0;-2.563640833E0;9.174987793E0
