t;kinect_foot_right;;;kinect_foot_left;;;kinect_hand_right;;;kinect_hand_left;;;imu_acceleration;;;imu_orientation;;;;
t;x;y;z;x;y;z;x;y;z;x;y;z;x;y;z;w;x;y;z;
885;0;0;0;0;0;0;0;0;0;0;0;0;-410;-827;19101;0,529236;0,32251;-0,395386;0,677856;
903;0,1839741;-0,5804446;1,126496;-0,01469463;-0,246083;0,9328305;0,1544381;-0,142961;0,9469045;-0,2086943;0,3392315;0,9578508;-420;-396;19134;0,520996;0,315613;-0,397644;0,686157;
916;0;0;0;0;0;0;0;0;0;0;0;0;-420;-396;19134;0,520996;0,315613;-0,397644;0,686157;
931;0,1814203;-0,5780707;1,125684;-0,02092668;-0,2449855;0,9198108;0,1555445;-0,1255824;0,945712;-0,2004271;0,3166295;0,9451026;-420;-396;19134;0,520996;0,315613;-0,397644;0,686157;
944;0;0;0;0;0;0;0;0;0;0;0;0;-371;-193;19046;0,508362;0,313171;-0,398804;0,695984;
960;0,1801364;-0,5761576;1,125098;-0,0294527;-0,2518956;0,9117925;0,1558084;-0,1148241;0,9434506;-0,1970044;0,2943142;0,9385941;-371;-193;19046;0,508362;0,313171;-0,398804;0,695984;
973;0;0;0;0;0;0;0;0;0;0;0;0;-424;43;19035;0,501099;0,312012;-0,400024;0,70105;
986;0;0;0;0;0;0;0;0;0;0;0;0;-424;43;19035;0,501099;0,312012;-0,400024;0,70105;
1;0,1790185;-0,5748372;1,125445;-0,03562431;-0,2577823;0,9093037;0,1559059;-0,1063449;0,9394112;-0,2003936;0,2594759;0,9436547;-398;193;19059;0,496521;0,311157;-0,401367;0,703918;
14;0;0;0;0;0;0;0;0;0;0;0;0;-398;193;19059;0,496521;0,311157;-0,401367;0,703918;
28;0,1771891;-0,5736927;1,127372;-0,03981648;-0,2627369;0,9101554;0,155537;-0,09934052;0,9318573;-0,2064374;0,231065;0,9511557;-350;411;19044;0,489624;0,309814;-0,403992;0,707825;
42;0;0;0;0;0;0;0;0;0;0;0;0;-350;411;19044;0,489624;0,309814;-0,403992;0,707825;
56;0;0;0;0;0;0;0;0;0;0;0;0;-350;411;19044;0,489624;0,309814;-0,403992;0,707825;
75;0,1749895;-0,5727344;1,130275;-0,04306293;-0,2671835;0,9126536;0,154368;-0,09631109;0,9168477;-0,2123811;0,2067298;0,9588917;-261;855;18990;0,479065;0,307495;-0,409607;0,712769;
88;0;0;0;0;0;0;0;0;0;0;0;0;-261;855;18990;0,479065;0,307495;-0,409607;0,712769;
103;0,1726923;-0,5718097;1,135151;-0,04375996;-0,2693122;0,9194752;0,1532684;-0,09595139;0,8986345;-0,2152351;0,1874413;0,9635462;-192;1027;18950;0,47522;0,306763;-0,411987;0,714294;
116;0;0;0;0;0;0;0;0;0;0;0;0;-192;1027;18950;0,47522;0,306763;-0,411987;0,714294;
131;0,1704734;-0,5710962;1,139559;-0,04355376;-0,2708541;0,9266123;0,1521108;-0,09323897;0,8850045;-0,2169229;0,1690541;0,9684479;-101;1203;18826;0,469666;0,30603;-0,415222;0,716431;
143;0;0;0;0;0;0;0;0;0;0;0;0;-101;1203;18826;0,469666;0,30603;-0,415222;0,716431;
156;0;0;0;0;0;0;0;0;0;0;0;0;-101;1203;18826;0,469666;0,30603;-0,415222;0,716431;
171;0,1689638;-0,5702447;1,142928;-0,04403575;-0,2732972;0,9337309;0,1502306;-0,08678099;0,8739706;-0,2181882;0,1520668;0,973787;-53;1309;18566;0,460022;0,305725;-0,420227;0,71991;
184;0;0;0;0;0;0;0;0;0;0;0;0;-53;1309;18566;0,460022;0,305725;-0,420227;0,71991;
202;0,1677354;-0,5694764;1,144698;-0,04331696;-0,2735933;0,940304;0,1469804;-0,07937588;0,8635658;-0,2200056;0,1360714;0,9800256;-78;1342;18512;0,456055;0,306091;-0,422241;0,72113;
214;0;0;0;0;0;0;0;0;0;0;0;0;-78;1342;18512;0,456055;0,306091;-0,422241;0,72113;
229;0,1668444;-0,5684721;1,145921;-0,04065788;-0,2699524;0,9482148;0,143898;-0,07146086;0,8588647;-0,2230764;0,1190988;0,9884201;-93;1377;18449;0,450439;0,306335;-0,425842;0,722412;
241;0;0;0;0;0;0;0;0;0;0;0;0;-93;1377;18449;0,450439;0,306335;-0,425842;0,722412;
254;0;0;0;0;0;0;0;0;0;0;0;0;-55;1386;18439;0,44696;0,306274;-0,428528;0,722961;
269;0,1660061;-0,5672704;1,146842;-0,08144758;-0,2436215;0,9171688;0,1400023;-0,06282964;0,855706;-0,2288009;0,1021249;0,9979095;-55;1386;18439;0,44696;0,306274;-0,428528;0,722961;
285;0;0;0;0;0;0;0;0;0;0;0;0;-55;1386;18439;0,44696;0,306274;-0,428528;0,722961;
300;0,1650327;-0,5657467;1,147234;-0,09368097;-0,2276468;0,9071503;0,1372773;-0,05740205;0,8532071;-0,239951;0,08307251;1,011243;5;1406;18430;0,439514;0,304993;-0,437195;0,722961;
312;0;0;0;0;0;0;0;0;0;0;0;0;5;1406;18430;0,439514;0,304993;-0,437195;0,722961;
328;0,1636101;-0,5637833;1,146833;-0,1024797;-0,1604522;0,905511;0,1285426;-0,04061971;0,8520401;-0,2533717;0,06570269;1,025146;107;1369;18413;0,436157;0,302673;-0,44342;0,722168;
343;0;0;0;0;0;0;0;0;0;0;0;0;107;1369;18413;0,436157;0,302673;-0,44342;0,722168;
368;0,1619375;-0,5614008;1,145472;-0,1045553;-0,133221;0,9500021;0,1189448;-0,02029224;0,8523847;-0,2658428;0,05278187;1,037179;107;1369;18413;0,436157;0,302673;-0,44342;0,722168;
382;0;0;0;0;0;0;0;0;0;0;0;0;289;1482;18263;0,432068;0,297668;-0,452637;0,720947;
398;0,1601139;-0,5584878;1,142498;-0,1064165;-0,1236002;0,9703639;0,1108085;0,009733142;0,8562086;-0,2735839;0,04485188;1,045177;289;1482;18263;0,432068;0,297668;-0,452637;0,720947;
411;0;0;0;0;0;0;0;0;0;0;0;0;289;1482;18263;0,432068;0,297668;-0,452637;0,720947;
425;0;0;0;0;0;0;0;0;0;0;0;0;253;1485;18239;0,429199;0,293579;-0,459229;0,720215;
439;0,158006;-0,5547754;1,136578;-0,1066701;-0,1269908;0,9824532;0,1058018;0,03555717;0,861913;-0,2799034;0,03867802;1,052622;253;1485;18239;0,429199;0,293579;-0,459229;0,720215;
452;0;0;0;0;0;0;0;0;0;0;0;0;266;1440;18218;0,428284;0,291992;-0,461304;0,720093;
467;0,1553934;-0,5494413;1,125201;-0,1063637;-0,1468041;0,9866163;0,1030712;0,05174486;0,8654518;-0,2849233;0,03404627;1,059657;266;1440;18218;0,428284;0,291992;-0,461304;0,720093;
480;0;0;0;0;0;0;0;0;0;0;0;0;302;1328;18145;0,426453;0,290405;-0,463623;0,720276;
501;0,1536141;-0,5447062;1,115302;-0,1074846;-0,1657488;0,9846283;0,1010764;0,06383727;0,8678826;-0,2888977;0,03035222;1,066819;302;1328;18145;0,426453;0,290405;-0,463623;0,720276;
517;0;0;0;0;0;0;0;0;0;0;0;0;302;1328;18145;0,426453;0,290405;-0,463623;0,720276;
536;0,1520818;-0,5405267;1,106075;-0,08744895;-0,1865631;0,9605004;0,09959971;0,07371819;0,8693944;-0,2927835;0,02730659;1,074734;293;1158;17988;0,421692;0,290161;-0,466309;0,721436;
548;0;0;0;0;0;0;0;0;0;0;0;0;293;1158;17988;0,421692;0,290161;-0,466309;0,721436;
563;0,1486201;-0,5372721;1,095738;-0,07852847;-0,1977866;0,9471144;0,09761278;0,08527446;0,8713644;-0,2964683;0,02484958;1,082241;293;1158;17988;0,421692;0,290161;-0,466309;0,721436;
577;0;0;0;0;0;0;0;0;0;0;0;0;338;1239;17933;0,416199;0,29071;-0,469055;0,722656;
590;0;0;0;0;0;0;0;0;0;0;0;0;338;1239;17933;0,416199;0,29071;-0,469055;0,722656;
603;0,1451113;-0,5350887;1,087481;-0,0759031;-0,2034699;0,9372216;0,08971757;0,1178223;0,8870785;-0,3047442;0,01989651;1,093808;326;1269;17915;0,414429;0,290344;-0,47052;0,722839;
616;0;0;0;0;0;0;0;0;0;0;0;0;326;1269;17915;0,414429;0,290344;-0,47052;0,722839;
631;0,141573;-0,5335224;1,081263;-0,07928443;-0,2090195;0,9251084;0,08611713;0,1322999;0,8937871;-0,3090218;0,01736204;1,09976;300;1394;17806;0,413086;0,288391;-0,473206;0,722656;
645;0;0;0;0;0;0;0;0;0;0;0;0;300;1394;17806;0,413086;0,288391;-0,473206;0,722656;
659;0;0;0;0;0;0;0;0;0;0;0;0;300;1394;17806;0,413086;0,288391;-0,473206;0,722656;
676;0,1384789;-0,5324626;1,076365;-0,07957476;-0,2132884;0,9202415;0,08386605;0,1408634;0,8970991;-0,3118211;0,01574404;1,103521;262;1562;17614;0,413574;0,282288;-0,478272;0,721436;
694;0,1354258;-0,5316982;1,072275;-0,3354772;-0,2460584;1,217052;0,0822044;0,1469466;0,8987725;-0,3139798;0,01452606;1,10622;262;1562;17614;0,413574;0,282288;-0,478272;0,721436;
711;0;0;0;0;0;0;0;0;0;0;0;0;241;1622;17449;0,415039;0,278137;-0,480957;0,720398;
725;0,1325865;-0,531129;1,068893;-0,3681635;-0,2536192;1,250566;0,0805191;0,1518805;0,8980402;-0,3159956;0,01354165;1,10834;241;1622;17449;0,415039;0,278137;-0,480957;0,720398;
740;0;0;0;0;0;0;0;0;0;0;0;0;241;1622;17449;0,415039;0,278137;-0,480957;0,720398;
754;0;0;0;0;0;0;0;0;0;0;0;0;177;1687;17379;0,417542;0,272705;-0,483521;0,71936;
769;0,1300561;-0,5307107;1,065954;-0,4007908;-0,2370674;1,305699;0,07892755;0,15639;0,8944101;-0,3177512;0,01271937;1,109942;177;1687;17379;0,417542;0,272705;-0,483521;0,71936;
782;0;0;0;0;0;0;0;0;0;0;0;0;78;1668;17330;0,418579;0,270935;-0,483643;0,719299;
797;0,1279219;-0,5304109;1,063321;-0,3990507;-0,2311009;1,308382;0,07772473;0,1605765;0,8887621;-0,3192013;0,01195171;1,111085;78;1668;17330;0,418579;0,270935;-0,483643;0,719299;
810;0;0;0;0;0;0;0;0;0;0;0;0;78;1668;17330;0,418579;0,270935;-0,483643;0,719299;
824;0;0;0;0;0;0;0;0;0;0;0;0;-110;1681;17155;0,42157;0,268066;-0,482239;0,719605;
838;0,1261963;-0,530331;1,060027;-0,3972628;-0,2283171;1,309742;0,07687323;0,1643096;0,8830038;-0,3249298;0,01400079;1,118305;-110;1681;17155;0,42157;0,268066;-0,482239;0,719605;
850;0;0;0;0;0;0;0;0;0;0;0;0;-240;1561;17110;0,423218;0,268311;-0,480713;0,719543;
866;0,1254949;-0,5302628;1,058615;-0,3950288;-0,2227279;1,310707;0,07600718;0,1678044;0,8786795;-0,3282937;0,01434525;1,12283;-240;1561;17110;0,423218;0,268311;-0,480713;0,719543;
878;0;0;0;0;0;0;0;0;0;0;0;0;-323;1426;17168;0,424622;0,268555;-0,479919;0,719177;
892;0;0;0;0;0;0;0;0;0;0;0;0;-323;1426;17168;0,424622;0,268555;-0,479919;0,719177;
906;0,1249366;-0,5303645;1,057765;-0,3897273;-0,2108945;1,310013;0,07540469;0,1707602;0,8752536;-0,3303683;0,01390661;1,125284;-420;1240;17200;0,427795;0,267944;-0,479553;0,717773;
925;0;0;0;0;0;0;0;0;0;0;0;0;-420;1240;17200;0,427795;0,267944;-0,479553;0,717773;
939;0,1244795;-0,5306403;1,056872;-0,3714432;-0,2007113;1,291286;0,07492583;0,1732554;0,872687;-0,3321558;0,01202644;1,12612;-420;1240;17200;0,427795;0,267944;-0,479553;0,717773;
951;0;0;0;0;0;0;0;0;0;0;0;0;-379;943;17076;0,434326;0,266846;-0,479553;0,714233;
967;0,12471;-0,5315727;1,054108;-0,1564967;-0,1741788;0,9568515;0,08813763;0,1198316;0,8099364;-0,3313127;0,007103568;1,121139;-379;943;17076;0,434326;0,266846;-0,479553;0,714233;
980;0;0;0;0;0;0;0;0;0;0;0;0;-400;828;17094;0,437134;0,266968;-0,479553;0,712463;
994;0,1258178;-0,5335125;1,048676;-0,06656628;-0,2082676;0,9584027;0,08925062;0,0818366;0,7766454;-0,3296178;0,003549104;1,115927;-400;828;17094;0,437134;0,266968;-0,479553;0,712463;
7;0;0;0;0;0;0;0;0;0;0;0;0;-472;685;17175;0,442688;0,266235;-0,480896;0,708374;
20;0;0;0;0;0;0;0;0;0;0;0;0;-472;685;17175;0,442688;0,266235;-0,480896;0,708374;
35;0,1263716;-0,5363365;1,042045;-0,09464935;-0,186682;0,8950263;0,08809809;0,05595046;0,7659348;-0,3247906;-0,0009420983;1,108064;-328;602;17310;0,447266;0,265015;-0,4823;0,705017;
48;0;0;0;0;0;0;0;0;0;0;0;0;-328;602;17310;0,447266;0,265015;-0,4823;0,705017;
61;0;0;0;0;0;0;0;0;0;0;0;0;-57;559;17518;0,454224;0,264038;-0,484131;0,699646;
76;0,1264888;-0,5402877;1,029756;0,0005280431;-0,2317216;0,9505318;0,08348773;0,03542732;0,7605256;-0,3203033;-0,004319835;1,0994;-57;559;17518;0,454224;0,264038;-0,484131;0,699646;
97;0,128777;-0,5455109;1,011127;0,01818155;-0,2410512;0,9493539;0,0588062;0,01724679;0,7734386;-0,3165847;-0,006241993;1,091319;-57;559;17518;0,454224;0,264038;-0,484131;0,699646;
111;0;0;0;0;0;0;0;0;0;0;0;0;204;408;17618;0,464111;0,266357;-0,485107;0,691589;
130;0,1313336;-0,5498775;0,9917286;0,03275391;-0,2503451;0,9685525;0,010257;0,04424942;0,8047003;-0,3084531;-0,01068775;1,080549;204;408;17618;0,464111;0,266357;-0,485107;0,691589;
147;0;0;0;0;0;0;0;0;0;0;0;0;204;408;17618;0,464111;0,266357;-0,485107;0,691589;
165;0,1337901;-0,5534761;0,9727581;0,06236808;-0,2647501;0,980754;-0,01494925;0,0828383;0,8372819;-0,3020381;-0,01338052;1,072812;439;375;17912;0,471191;0,2724;-0,483704;0,685425;
178;0;0;0;0;0;0;0;0;0;0;0;0;439;375;17912;0,471191;0,2724;-0,483704;0,685425;
191;0;0;0;0;0;0;0;0;0;0;0;0;439;375;17912;0,471191;0,2724;-0,483704;0,685425;
206;0,1362073;-0,5560209;0,9574066;0,07328595;-0,2696692;0,9841391;-0,06481494;0,1438449;0,8779471;-0,2894437;-0,01777404;1,062233;494;295;18073;0,479736;0,27771;-0,480713;0,679382;
219;0;0;0;0;0;0;0;0;0;0;0;0;494;295;18073;0,479736;0,27771;-0,480713;0,679382;
234;0,1393714;-0,558433;0,9420351;0,07953572;-0,2722977;0,9850128;-0,07525239;0,2049347;0,9201519;-0,2834274;-0,0174385;1,059281;473;162;18087;0,482849;0,280151;-0,479065;0,677368;
247;0;0;0;0;0;0;0;0;0;0;0;0;473;162;18087;0,482849;0,280151;-0,479065;0,677368;
262;0,1423159;-0,5606719;0,930313;0,08088592;-0,2736664;0,9808574;-0,07166111;0,2322292;0,9380192;-0,2681202;-0,02018329;1,052717;425;71;18136;0,487671;0,283752;-0,47644;0,674255;
274;0;0;0;0;0;0;0;0;0;0;0;0;425;71;18136;0,487671;0,283752;-0,47644;0,674255;
287;0;0;0;0;0;0;0;0;0;0;0;0;425;71;18136;0,487671;0,283752;-0,47644;0,674255;
302;0,1454707;-0,562784;0,9211702;0,08245377;-0,2737401;0,9768701;-0,05700532;0,2437676;0,9472638;-0,2603891;-0,01901408;1,050962;294;114;18368;0,497376;0,28949;-0,472168;0,667664;
315;0;0;0;0;0;0;0;0;0;0;0;0;294;114;18368;0,497376;0,28949;-0,472168;0,667664;
333;0,148724;-0,5667183;0,914628;0,08161452;-0,2741153;0,972053;-0,03833446;0,2445706;0,9487984;-0,2353052;-0,02861196;1,043973;308;-39;18439;0,501099;0,292053;-0,470337;0,665039;
345;0;0;0;0;0;0;0;0;0;0;0;0;308;-39;18439;0,501099;0,292053;-0,470337;0,665039;
358;0;0;0;0;0;0;0;0;0;0;0;0;342;-318;18557;0,505249;0,296875;-0,467224;0,662048;
371;0,1519135;-0,5723786;0,910113;0,0793106;-0,2750899;0,9665529;0,2538678;0,3714082;0,6218173;-0,2138445;-0,03869881;1,035099;342;-318;18557;0,505249;0,296875;-0,467224;0,662048;
384;0;0;0;0;0;0;0;0;0;0;0;0;205;-437;18593;0,507446;0,300415;-0,465454;0,659912;
399;0,1556761;-0,5806975;0,9072553;0,07850169;-0,2765599;0,9632876;0,2305017;0,4987964;0,5765418;-0,2021994;-0,04418293;1,030355;205;-437;18593;0,507446;0,300415;-0,465454;0,659912;
412;0;0;0;0;0;0;0;0;0;0;0;0;205;-437;18593;0,507446;0,300415;-0,465454;0,659912;
424;0;0;0;0;0;0;0;0;0;0;0;0;140;-731;18783;0,515747;0,305542;-0,464294;0,651978;
439;0,1454941;-0,6014708;0,9234891;0,07756945;-0,2781022;0,9599317;0,2324927;0,5562077;0,5379012;-0,1943093;-0,06296815;1,019682;140;-731;18783;0,515747;0,305542;-0,464294;0,651978;
452;0;0;0;0;0;0;0;0;0;0;0;0;274;-990;18918;0,520996;0,307129;-0,464233;0,647034;
468;0,1441854;-0,5056289;0,9343292;0,07580341;-0,2801228;0,9574133;0,1560406;0,548191;0,5468386;-0,186587;-0,07591107;1,012266;274;-990;18918;0,520996;0,307129;-0,464233;0,647034;
480;0;0;0;0;0;0;0;0;0;0;0;0;295;-1069;18942;0,524292;0,308167;-0,464233;0,643921;
495;0,1979537;-0,5750595;0,8925354;0,07365371;-0,2823206;0,9556361;0,1348682;0,1266363;0,8155813;-0,1838217;-0,09641145;1,002372;295;-1069;18942;0,524292;0,308167;-0,464233;0,643921;
508;0;0;0;0;0;0;0;0;0;0;0;0;353;-1150;18939;0,529419;0,309387;-0,464355;0,638977;
521;0;0;0;0;0;0;0;0;0;0;0;0;353;-1150;18939;0,529419;0,309387;-0,464355;0,638977;
539;0,2211052;-0,6312436;0,86023;0,06457406;-0,3022592;0,9458047;0,1346109;0,08967799;0,825545;-0,1809901;-0,1059787;0,9979634;511;-1265;18998;0,531738;0,311035;-0,463501;0,636841;
551;0;0;0;0;0;0;0;0;0;0;0;0;511;-1265;18998;0,531738;0,311035;-0,463501;0,636841;
567;0,2176179;-0,6982732;0,8445708;0,05309316;-0,3129475;0,9402165;0,1253581;-0,03310319;0,9045921;-0,1592273;-0,2092287;1,035548;511;-1265;18998;0,531738;0,311035;-0,463501;0,636841;
579;0;0;0;0;0;0;0;0;0;0;0;0;557;-1752;18969;0,531494;0,322022;-0,458618;0,635132;
594;0,2169451;-0,7244994;0,8378381;0,04294972;-0,3138402;0,9320281;0,1285997;-0,04131453;0,9092278;-0,1415626;-0,2457387;1,06314;557;-1752;18969;0,531494;0,322022;-0,458618;0,635132;
606;0;0;0;0;0;0;0;0;0;0;0;0;639;-1971;18955;0,531555;0,327454;-0,45697;0,633545;
619;0;0;0;0;0;0;0;0;0;0;0;0;639;-1971;18955;0,531555;0,327454;-0,45697;0,633545;
633;0,2157451;-0,7408888;0,8331082;0,03083893;-0,3109695;0,9259725;0,1362267;-0,06481413;0,9165039;-0,1363319;-0,2515565;1,072003;632;-2048;18918;0,532837;0,329102;-0,45697;0,631592;
645;0;0;0;0;0;0;0;0;0;0;0;0;632;-2048;18918;0,532837;0,329102;-0,45697;0,631592;
660;0;0;0;0;0;0;0;0;0;0;0;0;735;-2186;18932;0,537109;0,328857;-0,458557;0,626892;
672;0,2347468;-0,7456339;0,8331227;0,01604985;-0,3238569;0,9180435;0,1427836;-0,07230442;0,9157261;-0,05350526;-0,2430359;0,9935322;735;-2186;18932;0,537109;0,328857;-0,458557;0,626892;
684;0;0;0;0;0;0;0;0;0;0;0;0;858;-2434;19021;0,542908;0,325806;-0,461182;0,621643;
699;0,2499504;-0,7475461;0,8349742;0,005183588;-0,3320737;0,914079;0,1495779;-0,07502611;0,9115911;-0,02313943;-0,2468204;0,9724271;858;-2434;19021;0,542908;0,325806;-0,461182;0,621643;
711;0;0;0;0;0;0;0;0;0;0;0;0;779;-2523;19006;0,547058;0,322754;-0,463501;0,617798;
725;0;0;0;0;0;0;0;0;0;0;0;0;779;-2523;19006;0,547058;0,322754;-0,463501;0,617798;
742;0,2603175;-0,7481323;0,8367375;-0,002563639;-0,3373451;0,9121233;0,1591835;-0,06552111;0,9006302;-0,1129723;-0,2224774;1,047433;677;-2639;19001;0,553833;0,316772;-0,468201;0,611328;
755;0;0;0;0;0;0;0;0;0;0;0;0;677;-2639;19001;0,553833;0,316772;-0,468201;0,611328;
770;0,2673335;-0,7482265;0,8385125;-0,007958051;-0,3414392;0,9111314;0,1648583;-0,05729524;0,8916612;-0,1157798;-0,220909;1,052866;677;-2639;19001;0,553833;0,316772;-0,468201;0,611328;
784;0;0;0;0;0;0;0;0;0;0;0;0;706;-2625;19090;0,566162;0,303284;-0,475342;0,601196;
798;0,2721513;-0,7479691;0,8401738;-0,01137689;-0,3431185;0,9103133;0,1679855;-0,05121795;0,8847883;-0,1429944;-0,2153558;1,075114;706;-2625;19090;0,566162;0,303284;-0,475342;0,601196;
811;0;0;0;0;0;0;0;0;0;0;0;0;548;-2584;19045;0,571106;0,298096;-0,477905;0,597046;
824;0;0;0;0;0;0;0;0;0;0;0;0;548;-2584;19045;0,571106;0,298096;-0,477905;0,597046;
845;0,2754348;-0,7475873;0,8415846;-0,01386481;-0,342853;0,9100271;0,169696;-0,04669787;0,8795409;-0,1522334;-0,2137601;1,083231;563;-2576;19114;0,57782;0,290222;-0,480957;0,592041;
857;0;0;0;0;0;0;0;0;0;0;0;0;563;-2576;19114;0,57782;0,290222;-0,480957;0,592041;
871;0,2779517;-0,7471413;0,842649;0,0401517;-0,3316885;0,9455709;0,1706354;-0,04355168;0,8756552;-0,1579865;-0,2130982;1,088382;563;-2576;19114;0,57782;0,290222;-0,480957;0,592041;
885;0;0;0;0;0;0;0;0;0;0;0;0;151;-2476;18956;0,583618;0,283447;-0,484558;0,58667;
900;0,2788307;-0,7464378;0,8444666;0,07232032;-0,323535;0,9661552;0,1081457;-0,03720176;0,8643591;-0,1601128;-0,2137308;1,090163;151;-2476;18956;0,583618;0,283447;-0,484558;0,58667;
912;0;0;0;0;0;0;0;0;0;0;0;0;84;-2383;18923;0,585999;0,280334;-0,486328;0,584351;
925;0;0;0;0;0;0;0;0;0;0;0;0;84;-2383;18923;0,585999;0,280334;-0,486328;0,584351;
940;0,2795711;-0,7457648;0,8457318;0,08443341;-0,3200373;0,9738583;0,08226469;-0,03472821;0,8598376;-0,1574007;-0,2165609;1,087922;51;-2325;18912;0,590088;0,275513;-0,489197;0,580078;
957;0;0;0;0;0;0;0;0;0;0;0;0;51;-2325;18912;0,590088;0,275513;-0,489197;0,580078;
971;0,2802383;-0,7451701;0,8466562;0,09164459;-0,3178346;0,9784557;0,0686707;-0,03345758;0,8574134;-0,1522409;-0,2201578;1,083788;51;-2325;18912;0,590088;0,275513;-0,489197;0,580078;
984;0;0;0;0;0;0;0;0;0;0;0;0;286;-2340;19083;0,594055;0,268982;-0,491455;0,57721;
999;0,280836;-0,7446846;0,8473103;0,0949754;-0,3155459;0,9799547;0,06039458;-0,03268226;0,8557885;-0,1469652;-0,2235117;1,079654;286;-2340;19083;0,594055;0,268982;-0,491455;0,57721;
12;0;0;0;0;0;0;0;0;0;0;0;0;92;-2309;19013;0,594605;0,267517;-0,492065;0,576843;
25;0;0;0;0;0;0;0;0;0;0;0;0;92;-2309;19013;0,594605;0,267517;-0,492065;0,576843;
39;0,2813673;-0,7443196;0,8477365;0,09430071;-0,3137671;0,9784216;0,05464271;-0,03217143;0,8546179;-0,1423501;-0,2262896;1,076108;269;-2386;19167;0,595581;0,264221;-0,492554;0,576904;
52;0;0;0;0;0;0;0;0;0;0;0;0;269;-2386;19167;0,595581;0,264221;-0,492554;0,576904;
67;0,2819542;-0,7439978;0,8479797;0,09108423;-0,312011;0,97534;0,05105424;-0,03272674;0,8539526;-0,1400177;-0,2274897;1,074462;336;-2276;19229;0,59552;0,262878;-0,49054;0,579285;
80;0;0;0;0;0;0;0;0;0;0;0;0;336;-2276;19229;0,59552;0,262878;-0,49054;0,579285;
93;0;0;0;0;0;0;0;0;0;0;0;0;134;-2218;19141;0,594421;0,263733;-0,489136;0,581177;
106;0,2829501;-0,743479;0,8477146;0,08705924;-0,3105471;0,972126;0,05859074;-0,04339014;0,8560743;-0,1375281;-0,2288152;1,072748;134;-2218;19141;0,594421;0,263733;-0,489136;0,581177;
119;0;0;0;0;0;0;0;0;0;0;0;0;46;-2260;19163;0,593079;0,263184;-0,488159;0,583679;
134;0,2840133;-0,7431124;0,847264;0,08561329;-0,3096514;0,971169;0,06209554;-0,04978734;0,856598;-0,1350871;-0,2301492;1,071105;46;-2260;19163;0,593079;0,263184;-0,488159;0,583679;
147;0;0;0;0;0;0;0;0;0;0;0;0;46;-2260;19163;0,593079;0,263184;-0,488159;0,583679;
165;0,2853719;-0,7428268;0,8464288;0,08367608;-0,3089243;0,9699653;0,06632829;-0,055842;0,8572379;-0,1328555;-0,2314383;1,069572;-195;-1976;19111;0,592957;0,258057;-0,487183;0,586853;
178;0;0;0;0;0;0;0;0;0;0;0;0;-195;-1976;19111;0,592957;0,258057;-0,487183;0,586853;
193;0,2868979;-0,7426474;0,8453425;0,08169824;-0,3083257;0,9686909;0,07088085;-0,06153783;0,8578832;-0,1312596;-0,2324259;1,068481;-318;-1925;19091;0,59375;0,255005;-0,487976;0,586731;
207;0;0;0;0;0;0;0;0;0;0;0;0;-318;-1925;19091;0,59375;0,255005;-0,487976;0,586731;
220;0;0;0;0;0;0;0;0;0;0;0;0;-337;-1803;19129;0,594971;0,249939;-0,489197;0,586609;
235;0,2886443;-0,7425232;0,8439348;0,08017749;-0,3079326;0,9677227;0,07468873;-0,0659114;0,8583515;-0,1301633;-0,2331246;1,067731;-337;-1803;19129;0,594971;0,249939;-0,489197;0,586609;
247;0;0;0;0;0;0;0;0;0;0;0;0;-337;-1803;19129;0,594971;0,249939;-0,489197;0,586609;
261;0;0;0;0;0;0;0;0;0;0;0;0;-325;-1501;19125;0,595581;0,245483;-0,48999;0,58728;
274;0,2898018;-0,7427602;0,8431438;0,0787367;-0,3075542;0,9667489;0,07769501;-0,06915792;0,8586535;-0,1293437;-0,2336687;1,067148;-325;-1501;19125;0,595581;0,245483;-0,48999;0,58728;
287;0;0;0;0;0;0;0;0;0;0;0;0;-294;-1523;19174;0,595093;0,24469;-0,489868;0,588196;
302;0,2915518;-0,7427648;0,8415242;0,07771969;-0,3073052;0,965966;0,08000595;-0,07152972;0,858826;-0,1287843;-0,2340689;1,06672;-294;-1523;19174;0,595093;0,24469;-0,489868;0,588196;
315;0;0;0;0;0;0;0;0;0;0;0;0;-442;-1488;19096;0,59436;0,243225;-0,48999;0,589417;
328;0;0;0;0;0;0;0;0;0;0;0;0;-442;-1488;19096;0,59436;0,243225;-0,48999;0,589417;
341;0,2933073;-0,7427968;0,8398285;0,07679231;-0,3070603;0,9652144;0,08183951;-0,07330131;0,8588991;-0,1283911;-0,234361;1,066405;-532;-1364;18970;0,59436;0,241943;-0,490417;0,5896;
354;0;0;0;0;0;0;0;0;0;0;0;0;-532;-1364;18970;0,59436;0,241943;-0,490417;0,5896;
372;0,2948943;-0,7428944;0,8382165;0,07597471;-0,3067854;0,9644734;0,08333652;-0,07471902;0,8588931;-0,1281185;-0,2346255;1,06611;-505;-1248;18998;0,594605;0,240356;-0,491089;0,589478;
385;0;0;0;0;0;0;0;0;0;0;0;0;-505;-1248;18998;0,594605;0,240356;-0,491089;0,589478;
401;0,2963674;-0,7430143;0,8366656;0,07522763;-0,306469;0,9637501;0,08452749;-0,07583811;0,8588292;-0,1279417;-0,2347986;1,065907;-549;-1127;18993;0,594849;0,239197;-0,491516;0,589294;
